ADM1_NAME,ADM2_NAME,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Queensland,Brisbane (C),0.5242195,0.5384013,0.5412217,0.5335121,0.49006796,0.529856,0.534578,0.52838826,0.5198979,0.48097816,0.527042,0.49030912,0.5055273,0.49955827,0.53550756,0.50871104,0.5270978,0.5566915,0.50927484,0.51467204,0.489743,0.510544,0.50745475,0.50486165,0.49957445,0.4741733,0.528421,0.51479113,0.5503449,0.54036164,0.5172068,0.52125216,0.48669124,0.5369803,0.5027637,0.52472997,0.52716696,0.48423842,0.51196414,0.54734963,0.5641665
Queensland,Bundaberg (R),0.5642915,0.5887422,0.591925,0.5790412,0.57709396,0.577953,0.56333715,0.5983412,0.5525114,0.53015196,0.59059954,0.5511994,0.55320257,0.5605035,0.5861146,0.5545785,0.5957636,0.6089991,0.57738036,0.56216866,0.5215792,0.5762905,0.5949184,0.5720245,0.57107717,0.5575428,0.6052234,0.5700194,0.64438045,0.63241184,0.61780024,0.5795597,0.5522895,0.61350507,0.60045016,0.60117066,0.60940707,0.5177742,0.55263484,0.5765609,0.6564206
Queensland,Central Highlands (R),0.36603284,0.4388767,0.4231342,0.40416643,0.3978231,0.3969687,0.415891,0.43937406,0.4117538,0.38532335,0.3708583,0.35529396,0.36770722,0.36558047,0.40554032,0.405883,0.4460474,0.411661,0.4391275,0.3973442,0.3546498,0.35732195,0.36733663,0.39157507,0.35464984,0.38776186,0.44034898,0.38194853,0.4985097,0.48543042,0.4576696,0.41319382,0.38414386,0.39297727,0.42632762,0.4159842,0.386024,0.36590376,0.37963614,0.40996388,0.4795423
Queensland,Fraser Coast (R),0.6076352,0.6224362,0.6291581,0.6264251,0.61249906,0.6221508,0.61775243,0.6298533,0.6076655,0.58121765,0.62893915,0.60979575,0.60331696,0.61768055,0.6297965,0.6004456,0.63169014,0.65551645,0.62463707,0.6050715,0.5890877,0.61308956,0.63097566,0.62140983,0.61550164,0.59737676,0.6373096,0.61133665,0.660666,0.6565686,0.6385945,0.6141856,0.5739454,0.63579756,0.6156001,0.61260045,0.64666224,0.5992311,0.61353743,0.61474997,0.670601
Queensland,Gladstone (R),0.5062764,0.57159823,0.54690593,0.5481036,0.5630552,0.5352892,0.5405238,0.5650311,0.5297222,0.5217681,0.5483422,0.5117328,0.52073044,0.5124028,0.5587545,0.5357506,0.5485629,0.55865526,0.54834646,0.52191985,0.4899447,0.53269356,0.54876584,0.5269316,0.52630734,0.49802703,0.57478786,0.52269137,0.62040925,0.60046804,0.5755972,0.5532764,0.5456765,0.5715888,0.5562588,0.561968,0.5535354,0.4693365,0.53940254,0.55271804,0.6132241
Queensland,Goondiwindi (R),0.36531866,0.4223322,0.44027722,0.3676446,0.35565358,0.38014796,0.4231988,0.38249373,0.40105784,0.35565218,0.3531606,0.34437263,0.34669667,0.3838603,0.42679256,0.37903547,0.4104212,0.4061479,0.36929998,0.38497424,0.32643843,0.35331985,0.3917805,0.37917647,0.34766522,0.3229334,0.3781645,0.35834238,0.43714997,0.4194468,0.40086517,0.38659656,0.35363808,0.40481976,0.39886937,0.38861862,0.33395535,0.2871269,0.3510999,0.44334823,0.44850898
Queensland,Gympie (R),0.6173185,0.6440782,0.63311356,0.62964267,0.62032,0.62185645,0.6337402,0.6472092,0.6241948,0.5855046,0.6363608,0.60559195,0.6026422,0.6142258,0.62945455,0.6098258,0.65503645,0.67239255,0.6290296,0.6192208,0.56906074,0.62717754,0.6384199,0.6381562,0.58174676,0.59696597,0.65740615,0.60989934,0.68276703,0.66472465,0.6479888,0.6325619,0.5818319,0.6703163,0.6265107,0.6403096,0.6556461,0.6039814,0.62803,0.655006,0.6998607
Queensland,Isaac (R),0.33666456,0.4129482,0.3837087,0.38802913,0.37416825,0.3616124,0.4088622,0.42417508,0.3999109,0.38792363,0.32056952,0.3234047,0.34728354,0.35080114,0.3507296,0.38261732,0.41733855,0.3880414,0.4389754,0.37819493,0.3314882,0.3342123,0.34251,0.3374523,0.34874952,0.3866612,0.41709402,0.3749178,0.46567354,0.46664867,0.43982214,0.40716305,0.377378,0.35044247,0.39567983,0.388455,0.33951584,0.37202343,0.36720866,0.39942455,0.4522593
Queensland,Lockyer Valley (R),0.5699229,0.60388833,0.59421515,0.5603485,0.5396529,0.5634284,0.6007319,0.5839977,0.5801965,0.5139884,0.5823452,0.49362954,0.50402033,0.54381216,0.5995318,0.55762315,0.58583087,0.60217386,0.5387157,0.5840358,0.52203333,0.5474967,0.5688396,0.5429835,0.5355024,0.50984293,0.5915444,0.58594006,0.63013285,0.6354658,0.60215354,0.608553,0.56175756,0.6171454,0.55949605,0.6061648,0.5502347,0.47031972,0.54629403,0.632553,0.6551841
Queensland,Mackay (R),0.5914356,0.62354434,0.61278856,0.6344164,0.6230206,0.60331905,0.6533641,0.6371645,0.62250376,0.61161053,0.57713306,0.6193963,0.6003737,0.6115431,0.6221101,0.6212408,0.66024494,0.6413866,0.64652383,0.61995494,0.58549273,0.587493,0.59871906,0.61301404,0.61908334,0.6542534,0.624461,0.6243172,0.67046994,0.6508139,0.63858783,0.64297444,0.635625,0.61837894,0.6558133,0.6483382,0.6089225,0.6379595,0.64459264,0.6582694,0.6775725
Queensland,Maranoa (R),0.35570845,0.401917,0.4235605,0.35252097,0.35350484,0.3563094,0.38957968,0.3910372,0.40246698,0.33929127,0.33997744,0.3304335,0.36174586,0.3617128,0.3992173,0.3895545,0.4143064,0.39615312,0.3999389,0.36766317,0.3425195,0.35796928,0.38030797,0.35124636,0.31166884,0.319707,0.39816955,0.33919832,0.47532547,0.44079164,0.4139536,0.34569544,0.32924905,0.37050807,0.39362738,0.36381197,0.33819792,0.30488738,0.353892,0.38490376,0.42663327
Queensland,North Burnett (R),0.4729447,0.5092208,0.5152736,0.4773234,0.48376048,0.4714522,0.46609938,0.52183443,0.47923523,0.43685278,0.4955746,0.44941714,0.4520406,0.4601115,0.4980181,0.4778137,0.5261782,0.50463116,0.4743789,0.46773365,0.44810176,0.4844002,0.49849942,0.47706002,0.41900733,0.45709884,0.51173544,0.46485144,0.5689796,0.56524664,0.52226305,0.51086295,0.4450217,0.5457217,0.4763818,0.5055648,0.52701503,0.44163448,0.46739897,0.49672925,0.5763252
Queensland,Rockhampton (R),0.4276856,0.50806856,0.47804534,0.482772,0.49329403,0.44631213,0.5020874,0.51213,0.4760378,0.47108117,0.45512003,0.4245599,0.4405121,0.44761875,0.48893407,0.45434666,0.5004334,0.4799038,0.51056373,0.4717565,0.4258807,0.44958708,0.4435669,0.4697953,0.44840607,0.46530184,0.51568645,0.4638817,0.5628536,0.54890865,0.52045506,0.51337475,0.50410575,0.47538382,0.49704817,0.5061822,0.47003353,0.44402465,0.4961624,0.49647465,0.5506261
Queensland,Scenic Rim (R),0.6013135,0.6451254,0.63245606,0.6030452,0.5719756,0.61766404,0.63595486,0.6300765,0.611365,0.5635291,0.6227618,0.56197196,0.55629194,0.56830364,0.63496923,0.6123047,0.61090493,0.6561245,0.57455146,0.61188084,0.52279836,0.59676784,0.6132366,0.58574224,0.60347205,0.5492094,0.6334279,0.6217212,0.65922105,0.644847,0.6253152,0.639983,0.5806736,0.66725516,0.62918735,0.64853805,0.61158544,0.51213306,0.59825504,0.68325275,0.67641425
Queensland,Somerset (R),0.6003301,0.6233724,0.6102334,0.6064561,0.56296945,0.589712,0.6296822,0.6216396,0.6116214,0.544453,0.61193514,0.54617816,0.5552639,0.57832533,0.6197463,0.57426804,0.6268068,0.6507701,0.5835926,0.5987143,0.54537696,0.5941472,0.60443604,0.58092505,0.5515327,0.5503993,0.6479635,0.6014743,0.66773695,0.6397277,0.63256556,0.6331963,0.57546663,0.6528985,0.57059497,0.63433695,0.62379086,0.53760475,0.59002554,0.65132284,0.67512894
Queensland,South Burnett (R),0.47415364,0.5260752,0.52339417,0.4715432,0.47433552,0.4656176,0.5048249,0.52015525,0.4871464,0.44911,0.49436077,0.44507623,0.4560558,0.46283594,0.5140654,0.46413723,0.5341277,0.5190754,0.46140325,0.49420756,0.43611854,0.46802813,0.5053182,0.47461164,0.4057673,0.44326103,0.5164556,0.48172513,0.5615265,0.5476474,0.5213743,0.51054054,0.4496336,0.53927004,0.49900892,0.5206447,0.51019967,0.43281397,0.48286438,0.5368506,0.5831814
Queensland,Southern Downs (R),0.48145446,0.533128,0.5407471,0.49464005,0.49015605,0.5204738,0.5335692,0.5133636,0.5067194,0.45291042,0.5059861,0.46259442,0.4527789,0.4968811,0.5419087,0.49154335,0.5226056,0.5391009,0.46331152,0.5074751,0.4435953,0.47151366,0.50672674,0.47309342,0.48276243,0.46207023,0.5146543,0.47833574,0.5481889,0.5574633,0.49743676,0.53147924,0.46831015,0.53992385,0.51757014,0.5320571,0.46669006,0.39259008,0.5049544,0.58122087,0.5791087
Queensland,Toowoomba (R),0.42532623,0.4773567,0.49096832,0.445543,0.43510777,0.43523678,0.48881555,0.46211317,0.45975065,0.38363552,0.44159395,0.38481718,0.4148277,0.44209668,0.49164742,0.42576766,0.47812337,0.47438526,0.41680676,0.45282096,0.40572086,0.4548688,0.4527788,0.42239267,0.38900188,0.39874306,0.45341277,0.42279616,0.4971855,0.50575197,0.45555204,0.47424802,0.4222746,0.48910266,0.4577072,0.456147,0.40727147,0.36086315,0.43921968,0.52452934,0.53015333
Queensland,Western Downs (R),0.380065,0.4379094,0.45845968,0.39055446,0.3707052,0.37240005,0.42715108,0.43005478,0.4175773,0.34949973,0.3744093,0.343003,0.38123974,0.39636156,0.4363389,0.40113217,0.4455597,0.4169652,0.37922534,0.36482584,0.3675919,0.4027345,0.40494454,0.37836146,0.34035203,0.3651092,0.4092323,0.37333125,0.46237266,0.4682125,0.4152113,0.400895,0.373192,0.41332892,0.40526554,0.39634335,0.38578022,0.32908434,0.37766236,0.4459671,0.47478652
Queensland,Whitsunday (R),0.36757687,0.40718722,0.39650297,0.42026514,0.39913878,0.36821818,0.44318938,0.45730507,0.42749918,0.413753,0.35027117,0.35290813,0.37864628,0.37791508,0.381095,0.41640115,0.44928,0.4326394,0.4733428,0.41438666,0.37403122,0.3572196,0.37571922,0.3680725,0.38769612,0.41892692,0.44751686,0.4343989,0.4803247,0.4866903,0.46993428,0.4503335,0.40944025,0.39301342,0.4224007,0.43487918,0.3978458,0.44310123,0.4245349,0.47323108,0.48785076
Tasmania,Flinders (M),0.49674916,0.51442987,0.51829904,0.51979506,0.5349442,0.5203014,0.5170134,0.52955,0.50817364,0.51289225,0.52376777,0.5168502,0.5199214,0.5162604,0.5353503,0.49203545,0.51196736,0.5067849,0.54543865,0.5773368,0.54821676,0.51476973,0.52713716,0.5244564,0.5045715,0.46840847,0.4964333,0.5142065,0.53001153,0.5561074,0.54868853,0.53418326,0.5478513,0.5314501,0.5486687,0.5332377,0.53542566,0.53956056,0.5493439,0.5659104,0.562583
Tasmania,Break O'Day (M),0.65843594,0.6901008,0.68552274,0.69157827,0.70000637,0.6701274,0.6843933,0.6967656,0.6788942,0.67870635,0.6972657,0.69198704,0.68466264,0.6933258,0.7038062,0.66822827,0.6771861,0.6931541,0.70617324,0.71128297,0.70844436,0.6897259,0.7042605,0.686851,0.68101835,0.66077346,0.6840865,0.6926091,0.7123189,0.7231764,0.7121603,0.7023737,0.7140307,0.70725965,0.728193,0.71487796,0.6955077,0.70037955,0.7064441,0.73716944,0.7309108
Tasmania,Central Highlands (M),0.6099791,0.6192599,0.61940825,0.6355461,0.64035934,0.6208263,0.6182305,0.6175446,0.6243494,0.6180024,0.6299423,0.6277798,0.6253965,0.6290301,0.6500897,0.623056,0.6156198,0.6330941,0.60340255,0.637883,0.60619575,0.61885256,0.62801915,0.62837213,0.6169572,0.6171114,0.6015164,0.640036,0.6292258,0.6490085,0.64908516,0.6283207,0.6430118,0.6216064,0.6443219,0.64133954,0.64292216,0.61954397,0.6404833,0.6568812,0.6410651
Tasmania,Circular Head (M),0.7091653,0.7088423,0.712792,0.7155174,0.7204489,0.7217008,0.70944536,0.71920633,0.71836996,0.7133039,0.72367996,0.7243869,0.7177489,0.7168687,0.72160536,0.7234459,0.715417,0.72251904,0.712981,0.71008134,0.71038747,0.70517164,0.69064885,0.71734476,0.7201734,0.7082018,0.7109973,0.72661096,0.7227359,0.7286514,0.7374629,0.72758377,0.73565423,0.7355677,0.7070383,0.7325815,0.72210246,0.73066485,0.7316447,0.74467915,0.7188351
Tasmania,Derwent Valley (M),0.7098296,0.7130484,0.7098764,0.7153266,0.71887255,0.71682924,0.7081025,0.70613986,0.7120005,0.71280175,0.7120514,0.7106126,0.711571,0.71647465,0.7194658,0.7162911,0.71236867,0.7181437,0.70281994,0.70888126,0.7034092,0.714134,0.71531755,0.7195526,0.7207668,0.715996,0.6968061,0.71375114,0.71809554,0.7266747,0.73128617,0.7259437,0.71713626,0.7081062,0.7177893,0.72377133,0.7357701,0.7184452,0.7140779,0.7228921,0.7075437
Tasmania,Huon Valley (M),0.7363264,0.73784786,0.73671824,0.74150455,0.7435224,0.74135417,0.7336372,0.73217404,0.7351939,0.73888105,0.73829293,0.7353401,0.736735,0.7428153,0.743498,0.74091744,0.7388751,0.7422292,0.73111176,0.7428598,0.7401378,0.7413819,0.74294186,0.7480652,0.7463154,0.74148184,0.7320049,0.7407447,0.7445663,0.7496337,0.7485956,0.73967165,0.74127954,0.74408543,0.75323755,0.74760646,0.75424016,0.7383682,0.73839474,0.74744123,0.734239
Tasmania,Meander Valley (M),0.6629189,0.67139673,0.6789,0.6835818,0.68688333,0.67344916,0.6693811,0.68835807,0.6729101,0.66907066,0.6819558,0.6936724,0.6793165,0.6817766,0.7002107,0.6790164,0.6732508,0.6958249,0.6779552,0.6930254,0.66852975,0.6741959,0.68634576,0.67769724,0.682355,0.6696799,0.6837869,0.69332767,0.7088705,0.7143266,0.7059036,0.70179486,0.7059208,0.68333656,0.69900995,0.70061326,0.6954751,0.6896087,0.7054455,0.7185279,0.70722175
Tasmania,West Coast (M),0.7522249,0.75403446,0.7527552,0.7518405,0.7547886,0.75579876,0.7499697,0.7471814,0.7520906,0.7527361,0.75264496,0.75263315,0.75023764,0.7537032,0.75201094,0.7544174,0.752984,0.7562648,0.7423439,0.7452502,0.7489398,0.7542089,0.75173175,0.75913143,0.75953597,0.75471216,0.754566,0.7600788,0.75718343,0.7570384,0.76065254,0.7549734,0.75492847,0.75648326,0.75364166,0.76478755,0.765821,0.7599841,0.74696666,0.75986224,0.7507226
